filename,page,kana,kanji,ruby,extra,highlight,pos,accent_pattern,accent_drop,accent_source,accent_variants,lemma,reading,conj_type,group,forms,forms_kana,analysis_source,analysis_confidence,card_code,devoice_vowel,devoice_mora,devoice_index,devoice_env,devoice_reading,devoice_source
,,,,,,,,,,,,,,,,,,,,,,,,,,
